candidate_id,module_path,artifact_selector,mapping_status,notes
RCM-06669,cxf-xjc-plugin,main,D1_VERIFIED_JAR,cxf-xjc-plugin-3.3.4.jar
RCM-06957,manual,main,D1_VERIFIED_JAR,manual-2.9.0.jar
RCM-07031,maven-archetype-plugin,main,D1_VERIFIED_JAR,maven-archetype-plugin-3.2.0.jar
RCM-07075,doxia-site-model,main,D1_VERIFIED_JAR,doxia-site-model-2.0.0-M8.jar
RCM-07084,enforcer-rules,main,D1_VERIFIED_JAR,enforcer-rules-3.6.0.jar
RCM-07196,.,main,D1_VERIFIED_JAR,maven-artifact-plugin-3.6.0.jar
RCM-07203,.,main,D1_VERIFIED_JAR,maven-assembly-plugin-3.6.0.jar
RCM-07217,.,main,D1_VERIFIED_JAR,maven-checkstyle-plugin-3.3.0.jar
RCM-07254,.,main,D1_VERIFIED_JAR,maven-dependency-plugin-3.7.1.jar
RCM-07268,.,main,D1_VERIFIED_JAR,maven-docck-plugin-1.2.jar
RCM-07273,.,main,D1_VERIFIED_JAR,maven-ejb-plugin-3.1.0.jar
RCM-07309,.,main,D1_VERIFIED_JAR,maven-invoker-plugin-3.6.0.jar
RCM-07348,.,main,D1_VERIFIED_JAR,maven-jlink-plugin-3.2.0.jar
RCM-07351,.,main,D1_VERIFIED_JAR,maven-patch-plugin-1.3.jar
RCM-07392,.,main,D1_VERIFIED_JAR,maven-rar-plugin-3.1.0.jar
RCM-07408,.,main,D1_VERIFIED_JAR,maven-remote-resources-plugin-3.3.0.jar
RCM-07502,maven-plugin-tools-generators,main,D1_VERIFIED_JAR,maven-plugin-tools-generators-3.6.4.jar
RCM-07516,.,main,D1_VERIFIED_JAR,maven-reporting-api-4.0.0-M1.jar
RCM-07533,.,main,D1_VERIFIED_JAR,maven-reporting-exec-2.0.0-M1.jar
RCM-07668,.,main,D1_VERIFIED_JAR,maven-common-artifact-filters-3.4.0.jar
RCM-07697,.,main,D1_VERIFIED_JAR,maven-invoker-3.3.0.jar
RCM-07711,.,main,D1_VERIFIED_JAR,maven-shared-resources-6.jar
RCM-07714,.,main,D1_VERIFIED_JAR,maven-shared-utils-3.4.2.jar
RCM-08095,.,main,D1_VERIFIED_JAR,htl-maven-plugin-2.0.4-1.4.0.jar
RCM-08097,.,main,D1_VERIFIED_JAR,jspc-maven-plugin-2.3.4.jar
RCM-08664,.,main,D1_VERIFIED_JAR,scriptingbundle-maven-plugin-0.4.0.jar
RCM-08673,.,main,D1_VERIFIED_JAR,slingfeature-maven-plugin-1.6.6.jar
RCM-08879,.,main,D1_VERIFIED_JAR,test.check-1.1.3.jar
RCM-09229,.,main,D1_VERIFIED_JAR,complate-spring-mvc-0.7.0.jar
RCM-09452,.,main,D1_VERIFIED_JAR,glassfishbuild-maven-plugin-4.1.0.jar
RCM-09997,.,main,D1_VERIFIED_JAR,jblake2-0.5.jar
RCM-10060,.,main,D1_VERIFIED_JAR,community-connectors-1.0.21.jar
RCM-10061,.,main,D1_VERIFIED_JAR,ipmi-java-1.2.01.jar
RCM-10075,.,main,D1_VERIFIED_JAR,printf4j-0.9.08.jar
RCM-10088,.,main,D1_VERIFIED_JAR,wmi-java-1.0.05.jar
RCM-10089,.,main,D1_VERIFIED_JAR,xflat-1.0.02.jar
RCM-10140,.,main,D1_VERIFIED_JAR,mybatis-dynamic-sql-1.5.0.jar
RCM-10228,.,main,D1_VERIFIED_JAR,mybatis-thymeleaf-1.0.4.jar
RCM-10355,core,main,D1_VERIFIED_JAR,dependency-check-core-7.4.4.jar
RCM-10400,.,main,D1_VERIFIED_JAR,ipmi-1.0.01.jar
RCM-10415,.,main,D1_VERIFIED_JAR,jflat-1.0.01.jar
RCM-10418,.,main,D1_VERIFIED_JAR,maven-skin-tools-1.2.00.jar
RCM-10446,.,main,D1_VERIFIED_JAR,sentry-maven-skin-6.6.01.jar
RCM-10460,.,main,D1_VERIFIED_JAR,printf4j-0.9.05.jar
RCM-10471,.,main,D1_VERIFIED_JAR,vcenter-1.0.00.jar
RCM-10481,.,main,D1_VERIFIED_JAR,wmi-1.0.02.jar
RCM-10527,.,main,D1_VERIFIED_JAR,sign-maven-plugin-1.0.1.jar
RCM-10565,.,main,D1_VERIFIED_JAR,nexus-format-archetype-1.0.74.jar
RCM-10605,.,main,D1_VERIFIED_JAR,bootstrap-5.2.2.jar
RCM-10638,.,main,D1_VERIFIED_JAR,flexmonster-2.9.35.jar
RCM-10720,.,main,D1_VERIFIED_JAR,highcharts-12.1.0.jar
RCM-10724,.,main,D1_VERIFIED_JAR,jquery-ui-1.14.1.jar
RCM-10726,.,main,D1_VERIFIED_JAR,jszip-3.10.1.jar
RCM-10727,.,main,D1_VERIFIED_JAR,openlayers-8.2.0.jar
RCM-10787,.,main,D1_VERIFIED_JAR,webjars-locator-lite-0.0.1.jar
RCM-10804,.,main,D1_VERIFIED_JAR,webjars-locator-0.50.jar
